VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee,PU_Borough,PU_Zone,PU_service_zone,DO_Borough,DO_Zone,DO_service_zone
2,2025-06-01 00:36:08,2025-06-01 00:51:33,1,1.65,1,N,4,234,1,14.9,1.0,0.5,0.0,0.0,1.0,20.65,2.5,0.0,0.75,Manhattan,Alphabet City,Yellow Zone,Manhattan,Union Sq,Yellow Zone
2,2025-06-01 00:08:46,2025-06-01 00:13:46,1,0.54,1,N,142,143,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2025-06-01 00:16:31,2025-06-01 00:33:17,1,2.77,1,N,143,158,2,17.7,1.0,0.5,0.0,0.0,1.0,23.45,2.5,0.0,0.75,Manhattan,Lincoln Square West,Yellow Zone,Manhattan,Meatpacking/West Village West,Yellow Zone
2,2025-06-01 00:43:14,2025-06-01 00:52:58,1,1.17,1,N,79,144,2,10.7,1.0,0.5,0.0,0.0,1.0,16.45,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Little Italy/NoLiTa,Yellow Zone
2,2025-06-01 00:09:57,2025-06-01 00:30:35,1,4.38,1,N,79,236,1,21.9,1.0,0.5,5.53,0.0,1.0,33.18,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone
2,2025-06-01 00:56:00,2025-06-01 01:15:16,1,3.22,1,N,234,142,1,21.2,1.0,0.5,5.39,0.0,1.0,32.34,2.5,0.0,0.75,Manhattan,Union Sq,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone
2,2025-06-01 00:14:04,2025-06-01 00:22:00,1,1.62,1,N,239,151,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Manhattan Valley,Yellow Zone
2,2025-06-01 00:10:03,2025-06-01 00:10:07,4,0.0,5,N,238,238,1,31.85,0.0,0.0,7.07,0.0,1.0,42.42,2.5,0.0,0.0,Manhattan,Upper West Side North,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone
2,2025-06-01 00:14:16,2025-06-01 00:22:15,1,1.49,1,N,239,263,1,10.7,1.0,0.5,3.75,0.0,1.0,19.45,2.5,0.0,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Yorkville West,Yellow Zone
2,2025-06-01 00:37:02,2025-06-01 00:42:48,1,0.91,1,N,263,263,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,0.0,Manhattan,Yorkville West,Yellow Zone,Manhattan,Yorkville West,Yellow Zone
2,2025-06-01 00:45:16,2025-06-01 00:51:08,1,1.5,1,N,263,237,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0.0,Manhattan,Yorkville West,Yellow Zone,Manhattan,Upper East Side South,Yellow Zone
1,2025-06-01 00:52:18,2025-06-01 00:52:18,1,0.0,1,N,230,264,2,3.0,4.25,0.5,0.0,0.0,1.0,8.75,2.5,0.0,0.75,Manhattan,Times Sq/Theatre District,Yellow Zone,Unknown,,
1,2025-06-01 00:53:08,2025-06-01 01:06:45,2,3.0,1,N,230,238,1,17.0,4.25,0.5,4.5,0.0,1.0,27.25,2.5,0.0,0.75,Manhattan,Times Sq/Theatre District,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone
2,2025-06-01 00:07:27,2025-06-01 00:10:02,1,0.59,1,N,90,246,1,5.1,1.0,0.5,2.0,0.0,1.0,12.85,2.5,0.0,0.75,Manhattan,Flatiron,Yellow Zone,Manhattan,West Chelsea/Hudson Yards,Yellow Zone
2,2025-06-01 00:44:45,2025-06-01 00:52:33,1,1.0,1,N,79,224,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone
2,2025-06-01 00:06:19,2025-06-01 00:08:38,1,0.77,1,N,239,143,1,5.8,1.0,0.5,2.16,0.0,1.0,12.96,2.5,0.0,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2025-06-01 00:10:08,2025-06-01 00:33:47,1,5.13,1,N,143,7,1,26.1,1.0,0.5,6.37,0.0,1.0,38.22,2.5,0.0,0.75,Manhattan,Lincoln Square West,Yellow Zone,Queens,Astoria,Boro Zone
1,2025-06-01 00:10:23,2025-06-01 00:23:14,1,5.5,1,N,140,87,1,24.0,4.25,0.5,7.45,0.0,1.0,37.2,2.5,0.0,0.75,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Financial District North,Yellow Zone
1,2025-06-01 00:32:33,2025-06-01 00:56:23,1,6.7,1,N,88,239,1,28.2,4.25,0.5,1.0,0.0,1.0,34.95,2.5,0.0,0.75,Manhattan,Financial District South,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone
1,2025-06-01 00:24:43,2025-06-01 00:33:49,1,1.3,1,N,230,229,1,9.3,4.25,0.5,3.75,0.0,1.0,18.8,2.5,0.0,0.75,Manhattan,Times Sq/Theatre District,Yellow Zone,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone
2,2025-06-01 00:53:50,2025-06-01 01:13:00,1,4.06,1,N,148,225,1,21.9,1.0,0.5,5.53,0.0,1.0,33.18,2.5,0.0,0.75,Manhattan,Lower East Side,Yellow Zone,Brooklyn,Stuyvesant Heights,Boro Zone
2,2025-06-01 00:47:09,2025-06-01 00:47:40,1,0.1,1,N,100,100,4,-3.0,-1.0,-0.5,0.0,0.0,-1.0,-8.75,-2.5,0.0,-0.75,Manhattan,Garment District,Yellow Zone,Manhattan,Garment District,Yellow Zone
2,2025-06-01 00:47:09,2025-06-01 00:47:40,1,0.1,1,N,100,68,4,3.0,1.0,0.5,0.0,0.0,1.0,8.75,2.5,0.0,0.75,Manhattan,Garment District,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:17:44,2025-06-01 00:32:58,2,2.17,1,N,142,140,1,14.9,1.0,0.5,4.13,0.0,1.0,24.78,2.5,0.0,0.75,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Lenox Hill East,Yellow Zone
2,2025-06-01 00:01:05,2025-06-01 00:11:24,1,2.21,1,N,142,238,2,12.8,1.0,0.5,0.0,0.0,1.0,17.8,2.5,0.0,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone
2,2025-06-01 00:08:26,2025-06-01 00:12:20,1,1.24,1,N,239,151,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Manhattan Valley,Yellow Zone
2,2025-06-01 00:54:39,2025-06-01 00:59:50,1,0.59,1,N,164,234,2,6.5,1.0,0.5,0.0,0.0,1.0,12.25,2.5,0.0,0.75,Manhattan,Midtown South,Yellow Zone,Manhattan,Union Sq,Yellow Zone
1,2025-06-01 00:25:32,2025-06-01 00:48:46,2,5.8,1,N,113,236,1,27.5,4.25,0.5,6.65,0.0,1.0,39.9,2.5,0.0,0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone
1,2025-06-01 00:50:18,2025-06-01 00:56:40,1,1.4,1,N,236,238,1,8.6,3.5,0.5,2.7,0.0,1.0,16.3,2.5,0.0,0.0,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone
2,2025-06-01 00:06:56,2025-06-01 00:33:58,2,8.8,1,N,186,244,1,40.1,1.0,0.5,6.88,0.0,1.0,52.73,2.5,0.0,0.75,Manhattan,Penn Station/Madison Sq West,Yellow Zone,Manhattan,Washington Heights South,Boro Zone
2,2025-06-01 00:35:46,2025-06-01 00:53:08,1,8.25,1,N,244,68,1,34.5,1.0,0.5,5.0,0.0,1.0,45.25,2.5,0.0,0.75,Manhattan,Washington Heights South,Boro Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:20:19,2025-06-01 00:27:37,1,2.66,1,N,141,74,1,12.1,1.0,0.5,5.13,0.0,1.0,22.23,2.5,0.0,0.0,Manhattan,Lenox Hill West,Yellow Zone,Manhattan,East Harlem North,Boro Zone
2,2025-06-01 00:34:55,2025-06-01 00:39:10,1,0.99,1,N,75,236,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,0.0,Manhattan,East Harlem South,Boro Zone,Manhattan,Upper East Side North,Yellow Zone
2,2025-06-01 00:50:52,2025-06-01 00:57:39,1,1.25,1,N,163,164,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75,Manhattan,Midtown North,Yellow Zone,Manhattan,Midtown South,Yellow Zone
2,2025-06-01 00:36:08,2025-06-01 00:49:27,5,3.81,1,N,229,79,1,18.4,1.0,0.5,0.0,0.0,1.0,24.15,2.5,0.0,0.75,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,Manhattan,East Village,Yellow Zone
2,2025-06-01 00:50:09,2025-06-01 01:00:19,5,1.89,1,N,79,68,1,12.1,1.0,0.5,1.78,0.0,1.0,19.63,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:41:07,2025-06-01 00:41:13,2,0.0,2,N,158,158,4,-70.0,0.0,-0.5,0.0,0.0,-1.0,-74.75,-2.5,0.0,-0.75,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,Meatpacking/West Village West,Yellow Zone
2,2025-06-01 00:41:07,2025-06-01 00:41:13,2,0.0,2,N,158,158,4,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,Meatpacking/West Village West,Yellow Zone
2,2025-06-01 00:42:26,2025-06-01 00:53:16,2,1.53,1,N,158,144,1,11.4,1.0,0.5,1.85,0.0,1.0,19.0,2.5,0.0,0.75,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,Little Italy/NoLiTa,Yellow Zone
2,2025-06-01 00:54:22,2025-06-01 00:59:31,1,0.87,1,N,144,231,1,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75,Manhattan,Little Italy/NoLiTa,Yellow Zone,Manhattan,TriBeCa/Civic Center,Yellow Zone
2,2025-06-01 00:06:25,2025-06-01 00:19:11,1,1.96,99,N,262,162,2,0.0,0.0,0.5,0.0,0.0,1.0,4.75,2.5,0.0,0.75,Manhattan,Yorkville East,Yellow Zone,Manhattan,Midtown East,Yellow Zone
2,2025-06-01 00:31:35,2025-06-01 00:41:52,1,2.37,1,N,79,170,1,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Murray Hill,Yellow Zone
2,2025-06-01 00:15:02,2025-06-01 00:21:08,1,1.42,1,N,125,234,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75,Manhattan,Hudson Sq,Yellow Zone,Manhattan,Union Sq,Yellow Zone
2,2025-06-01 00:17:23,2025-06-01 00:28:38,1,1.83,1,N,114,68,1,12.1,1.0,0.5,4.46,0.0,1.0,22.31,2.5,0.0,0.75,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:33:41,2025-06-01 00:39:09,1,0.63,1,N,158,249,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,West Village,Yellow Zone
2,2025-06-01 00:28:27,2025-06-01 00:43:32,2,2.41,1,N,87,249,1,15.6,1.0,0.5,4.27,0.0,1.0,25.62,2.5,0.0,0.75,Manhattan,Financial District North,Yellow Zone,Manhattan,West Village,Yellow Zone
2,2025-06-01 00:44:52,2025-06-01 00:51:33,1,0.8,1,N,249,211,1,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,SoHo,Yellow Zone
2,2025-06-01 00:16:57,2025-06-01 00:24:43,2,1.16,1,N,229,142,1,9.3,1.0,0.5,2.0,0.0,1.0,17.05,2.5,0.0,0.75,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone
2,2025-06-01 00:49:41,2025-06-01 01:03:29,2,2.66,1,N,142,263,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Yorkville West,Yellow Zone
2,2025-06-01 00:07:27,2025-06-01 00:14:53,1,0.89,1,N,107,234,1,8.6,0.25,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.75,Manhattan,Gramercy,Yellow Zone,Manhattan,Union Sq,Yellow Zone
2,2025-06-01 00:33:53,2025-06-01 00:43:50,2,2.27,1,N,263,162,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75,Manhattan,Yorkville West,Yellow Zone,Manhattan,Midtown East,Yellow Zone
2,2025-06-01 00:11:40,2025-06-01 00:21:06,1,2.16,1,N,142,238,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone
1,2025-06-01 00:15:06,2025-06-01 00:21:53,1,0.8,1,N,79,113,1,7.2,4.25,0.5,2.6,0.0,1.0,15.55,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone
1,2025-06-01 00:25:36,2025-06-01 00:45:15,1,4.7,1,N,249,262,1,21.9,4.25,0.5,5.55,0.0,1.0,33.2,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,Yorkville East,Yellow Zone
2,2025-06-01 00:52:12,2025-06-01 01:19:35,1,15.03,4,N,132,265,1,88.4,1.0,0.5,18.18,0.0,1.0,110.83,0.0,1.75,0.0,Queens,JFK Airport,Airports,,Outside of NYC,
2,2025-06-01 00:22:23,2025-06-01 00:31:51,2,2.11,1,N,162,263,1,11.4,1.0,0.5,0.0,0.0,1.0,17.15,2.5,0.0,0.75,Manhattan,Midtown East,Yellow Zone,Manhattan,Yorkville West,Yellow Zone
2,2025-06-01 00:28:09,2025-06-01 00:38:15,1,1.26,1,N,137,100,1,11.4,1.0,0.5,1.5,0.0,1.0,18.65,2.5,0.0,0.75,Manhattan,Kips Bay,Yellow Zone,Manhattan,Garment District,Yellow Zone
2,2025-06-01 00:39:20,2025-06-01 00:48:30,1,1.64,1,N,100,162,1,11.4,1.0,0.5,4.29,0.0,1.0,21.44,2.5,0.0,0.75,Manhattan,Garment District,Yellow Zone,Manhattan,Midtown East,Yellow Zone
2,2025-06-01 00:57:57,2025-06-01 01:07:31,1,2.39,1,N,161,238,2,12.8,1.0,0.5,0.0,0.0,1.0,18.55,2.5,0.0,0.75,Manhattan,Midtown Center,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone
2,2025-06-01 00:02:02,2025-06-01 00:05:51,1,0.91,1,N,263,141,1,6.5,1.0,0.5,1.0,0.0,1.0,12.5,2.5,0.0,0.0,Manhattan,Yorkville West,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone
2,2025-06-01 00:27:10,2025-06-01 00:30:31,1,0.66,1,N,238,239,2,-5.8,-1.0,-0.5,0.0,0.0,-1.0,-10.8,-2.5,0.0,0.0,Manhattan,Upper West Side North,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone
2,2025-06-01 00:27:10,2025-06-01 00:30:31,1,0.66,1,N,238,239,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0,0.0,Manhattan,Upper West Side North,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone
2,2025-06-01 00:14:51,2025-06-01 00:30:05,2,3.57,1,N,141,186,1,19.1,1.0,0.5,4.97,0.0,1.0,29.82,2.5,0.0,0.75,Manhattan,Lenox Hill West,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone
2,2025-06-01 00:03:30,2025-06-01 00:10:44,1,1.33,1,N,114,234,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,Union Sq,Yellow Zone
2,2025-06-01 00:15:16,2025-06-01 00:24:03,1,1.46,1,N,186,125,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75,Manhattan,Penn Station/Madison Sq West,Yellow Zone,Manhattan,Hudson Sq,Yellow Zone
2,2025-06-01 00:30:43,2025-06-01 00:59:05,1,5.79,1,N,249,49,1,30.3,1.0,0.5,7.21,0.0,1.0,43.26,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Brooklyn,Clinton Hill,Boro Zone
2,2025-06-01 00:52:04,2025-06-01 01:09:08,1,3.39,1,N,107,236,1,18.4,1.0,0.5,1.0,0.0,1.0,25.15,2.5,0.0,0.75,Manhattan,Gramercy,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone
2,2025-06-01 00:05:15,2025-06-01 00:14:18,1,0.95,1,N,249,144,1,10.0,1.0,0.5,1.0,0.0,1.0,16.75,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,Little Italy/NoLiTa,Yellow Zone
2,2025-06-01 00:17:07,2025-06-01 00:35:30,1,4.61,1,N,79,236,1,22.6,1.0,0.5,4.25,0.0,1.0,32.6,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone
2,2025-06-01 00:55:32,2025-06-01 01:27:21,2,6.9,1,N,50,189,1,36.6,1.0,0.5,4.0,0.0,1.0,46.35,2.5,0.0,0.75,Manhattan,Clinton West,Yellow Zone,Brooklyn,Prospect Heights,Boro Zone
7,2025-06-01 00:04:29,2025-06-01 00:04:29,1,0.97,1,N,161,48,2,7.9,0.0,0.5,0.0,0.0,1.0,13.65,2.5,0.0,0.75,Manhattan,Midtown Center,Yellow Zone,Manhattan,Clinton East,Yellow Zone
7,2025-06-01 00:22:52,2025-06-01 00:22:52,1,3.38,1,N,48,236,2,18.4,0.0,0.5,0.0,0.0,1.0,24.15,2.5,0.0,0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone
2,2025-06-01 00:25:18,2025-06-01 00:33:34,1,2.52,1,N,170,236,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75,Manhattan,Murray Hill,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone
2,2025-06-01 00:19:59,2025-06-01 00:29:24,1,2.22,1,N,142,24,1,12.8,1.0,0.5,2.0,0.0,1.0,19.8,2.5,0.0,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Bloomingdale,Yellow Zone
2,2025-06-01 00:37:52,2025-06-01 00:41:29,1,1.1,1,N,239,142,1,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone
2,2025-06-01 00:18:21,2025-06-01 00:24:58,1,1.09,1,N,164,230,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75,Manhattan,Midtown South,Yellow Zone,Manhattan,Times Sq/Theatre District,Yellow Zone
2,2025-06-01 00:30:28,2025-06-01 00:35:05,1,0.67,1,N,48,162,1,6.5,1.0,0.5,5.0,0.0,1.0,17.25,2.5,0.0,0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,Midtown East,Yellow Zone
2,2025-06-01 00:14:09,2025-06-01 00:35:50,1,8.35,1,N,138,162,1,36.6,6.0,0.5,10.86,6.94,1.0,66.9,2.5,1.75,0.75,Queens,LaGuardia Airport,Airports,Manhattan,Midtown East,Yellow Zone
2,2025-06-01 00:02:35,2025-06-01 00:10:22,1,2.04,1,N,229,262,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,Manhattan,Yorkville East,Yellow Zone
1,2025-06-01 00:02:14,2025-06-01 00:13:15,2,3.3,1,N,140,151,2,15.6,3.5,0.5,0.0,0.0,1.0,20.6,2.5,0.0,0.0,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Manhattan Valley,Yellow Zone
1,2025-06-01 00:26:55,2025-06-01 00:31:54,2,1.0,1,N,262,141,1,7.9,3.5,0.5,2.58,0.0,1.0,15.48,2.5,0.0,0.0,Manhattan,Yorkville East,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone
2,2025-06-01 00:05:02,2025-06-01 00:22:04,1,4.73,1,N,234,75,1,21.9,1.0,0.5,5.53,0.0,1.0,33.18,2.5,0.0,0.75,Manhattan,Union Sq,Yellow Zone,Manhattan,East Harlem South,Boro Zone
2,2025-06-01 00:28:33,2025-06-01 00:34:11,1,1.53,1,N,236,229,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.0,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone
2,2025-06-01 00:36:23,2025-06-01 00:55:33,1,1.91,1,N,229,68,1,17.7,1.0,0.5,4.69,0.0,1.0,28.14,2.5,0.0,0.75,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
2,2025-06-01 00:20:19,2025-06-01 00:33:01,2,3.01,1,N,234,239,1,16.3,1.0,0.5,0.0,0.0,1.0,22.05,2.5,0.0,0.75,Manhattan,Union Sq,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone
7,2025-06-01 00:09:54,2025-06-01 00:09:54,1,2.18,1,N,230,246,1,12.8,0.0,0.5,1.0,0.0,1.0,19.55,2.5,0.0,0.75,Manhattan,Times Sq/Theatre District,Yellow Zone,Manhattan,West Chelsea/Hudson Yards,Yellow Zone
7,2025-06-01 00:30:42,2025-06-01 00:30:42,2,0.9,1,N,158,234,1,7.9,0.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,Union Sq,Yellow Zone
7,2025-06-01 00:44:10,2025-06-01 00:44:10,1,1.65,1,N,90,211,1,10.7,0.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75,Manhattan,Flatiron,Yellow Zone,Manhattan,SoHo,Yellow Zone
7,2025-06-01 00:57:27,2025-06-01 00:57:27,2,2.04,1,N,211,107,1,12.1,0.0,0.5,4.46,0.0,1.0,22.31,2.5,0.0,0.75,Manhattan,SoHo,Yellow Zone,Manhattan,Gramercy,Yellow Zone
2,2025-06-01 00:19:54,2025-06-01 00:25:07,1,1.33,1,N,114,186,1,8.6,1.0,0.5,3.59,0.0,1.0,17.94,2.5,0.0,0.75,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone
2,2025-06-01 00:30:24,2025-06-01 00:43:53,1,1.71,1,N,249,4,1,13.5,1.0,0.5,3.46,0.0,1.0,22.71,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,Alphabet City,Yellow Zone
1,2025-06-01 00:08:30,2025-06-01 00:12:11,1,0.7,1,Y,107,79,1,5.8,4.25,0.5,2.85,0.0,1.0,14.4,2.5,0.0,0.75,Manhattan,Gramercy,Yellow Zone,Manhattan,East Village,Yellow Zone
1,2025-06-01 00:14:54,2025-06-01 00:36:14,1,3.7,1,Y,79,17,1,22.6,4.25,0.5,4.0,0.0,1.0,32.35,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Brooklyn,Bedford,Boro Zone
2,2025-06-01 00:06:23,2025-06-01 00:11:16,1,1.13,1,N,48,143,2,-7.2,-1.0,-0.5,0.0,0.0,-1.0,-12.95,-2.5,0.0,-0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2025-06-01 00:06:23,2025-06-01 00:11:16,1,1.13,1,N,48,143,2,7.2,1.0,0.5,0.0,0.0,1.0,12.95,2.5,0.0,0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2025-06-01 00:44:35,2025-06-01 00:52:12,1,2.28,1,N,170,141,1,11.4,1.0,0.5,3.43,0.0,1.0,20.58,2.5,0.0,0.75,Manhattan,Murray Hill,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone
2,2025-06-01 00:12:21,2025-06-01 00:16:49,2,0.73,1,N,237,43,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75,Manhattan,Upper East Side South,Yellow Zone,Manhattan,Central Park,Yellow Zone
2,2025-06-01 00:56:58,2025-06-01 01:05:10,1,0.74,1,N,48,48,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75,Manhattan,Clinton East,Yellow Zone,Manhattan,Clinton East,Yellow Zone
2,2025-05-31 23:58:17,2025-06-01 00:10:55,1,1.23,1,N,211,45,1,12.1,1.0,0.5,0.0,0.0,1.0,17.85,2.5,0.0,0.75,Manhattan,SoHo,Yellow Zone,Manhattan,Chinatown,Yellow Zone
2,2025-06-01 00:45:38,2025-06-01 00:49:16,1,0.61,1,N,113,234,1,5.8,1.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Union Sq,Yellow Zone
2,2025-06-01 00:35:56,2025-06-01 00:51:20,1,2.65,1,N,237,249,1,16.3,1.0,0.5,4.0,0.0,1.0,26.05,2.5,0.0,0.75,Manhattan,Upper East Side South,Yellow Zone,Manhattan,West Village,Yellow Zone
2,2025-06-01 00:55:44,2025-06-01 01:07:54,1,2.46,1,N,90,13,1,14.9,1.0,0.5,0.0,0.0,1.0,20.65,2.5,0.0,0.75,Manhattan,Flatiron,Yellow Zone,Manhattan,Battery Park City,Yellow Zone
2,2025-06-01 00:16:49,2025-06-01 00:31:49,2,1.97,1,N,249,107,1,15.6,1.0,0.5,1.0,0.0,1.0,22.35,2.5,0.0,0.75,Manhattan,West Village,Yellow Zone,Manhattan,Gramercy,Yellow Zone
2,2025-06-01 00:44:19,2025-06-01 00:49:22,2,0.64,1,N,79,148,1,7.2,1.0,0.5,1.0,0.0,1.0,13.95,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Lower East Side,Yellow Zone
2,2025-06-01 00:08:22,2025-06-01 00:18:21,1,3.33,1,N,79,141,1,14.9,1.0,0.5,2.0,0.0,1.0,22.65,2.5,0.0,0.75,Manhattan,East Village,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone
2,2025-06-01 00:24:01,2025-06-01 00:34:13,1,3.77,1,N,263,137,1,17.7,1.0,0.5,4.69,0.0,1.0,28.14,2.5,0.0,0.75,Manhattan,Yorkville West,Yellow Zone,Manhattan,Kips Bay,Yellow Zone
2,2025-06-01 00:38:27,2025-06-01 00:43:45,1,0.6,1,N,137,170,1,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75,Manhattan,Kips Bay,Yellow Zone,Manhattan,Murray Hill,Yellow Zone
2,2025-06-01 00:02:34,2025-06-01 00:10:24,1,1.05,1,N,107,68,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75,Manhattan,Gramercy,Yellow Zone,Manhattan,East Chelsea,Yellow Zone
